Day,Time,Currency,Impact,Event,Actual,Forecast,Previous,SourceURL
20171114,8:30am,USD,3,PPI m/m,0.4%,0.1%,0.4%,https://www.forexfactory.com/calendar?month=nov.2017
20171115,8:30am,USD,3,Core CPI m/m,0.2%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=nov.2017
20171115,8:30am,USD,3,CPI m/m,0.1%,0.1%,0.5%,https://www.forexfactory.com/calendar?month=nov.2017
20171115,8:30am,USD,3,CPI y/y,2.0%,2.0%,2.2%,https://www.forexfactory.com/calendar?month=nov.2017
20171212,8:30am,USD,3,PPI m/m,0.4%,0.4%,0.4%,https://www.forexfactory.com/calendar?month=dec.2017
20171213,8:30am,USD,3,Core CPI m/m,0.1%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=dec.2017
20171213,8:30am,USD,3,CPI m/m,0.4%,0.4%,0.1%,https://www.forexfactory.com/calendar?month=dec.2017
20171213,8:30am,USD,3,CPI y/y,2.2%,2.2%,2.0%,https://www.forexfactory.com/calendar?month=dec.2017
20180111,8:30am,USD,3,PPI m/m,-0.1%,0.2%,0.4%,https://www.forexfactory.com/calendar?month=jan.2018
20180112,8:30am,USD,3,Core CPI m/m,0.3%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=jan.2018
20180112,8:30am,USD,3,CPI m/m,0.1%,0.1%,0.4%,https://www.forexfactory.com/calendar?month=jan.2018
20180112,8:30am,USD,3,CPI y/y,2.1%,2.1%,2.2%,https://www.forexfactory.com/calendar?month=jan.2018
20180214,8:30am,USD,3,Core CPI m/m,0.3%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=feb.2018
20180214,8:30am,USD,3,CPI m/m,0.5%,0.3%,0.1%,https://www.forexfactory.com/calendar?month=feb.2018
20180214,8:30am,USD,3,CPI y/y,2.1%,1.9%,2.1%,https://www.forexfactory.com/calendar?month=feb.2018
20180215,8:30am,USD,3,PPI m/m,0.4%,0.4%,-0.1%,https://www.forexfactory.com/calendar?month=feb.2018
20180313,8:30am,USD,3,Core CPI m/m,0.2%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=mar.2018
20180313,8:30am,USD,3,CPI m/m,0.2%,0.2%,0.5%,https://www.forexfactory.com/calendar?month=mar.2018
20180313,8:30am,USD,3,CPI y/y,2.2%,2.2%,2.1%,https://www.forexfactory.com/calendar?month=mar.2018
20180314,8:30am,USD,3,PPI m/m,0.2%,0.1%,0.4%,https://www.forexfactory.com/calendar?month=mar.2018
20180410,8:30am,USD,3,PPI m/m,0.3%,0.1%,0.2%,https://www.forexfactory.com/calendar?month=apr.2018
20180411,8:30am,USD,3,Core CPI m/m,0.2%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=apr.2018
20180411,8:30am,USD,3,CPI m/m,-0.1%,0.0%,0.2%,https://www.forexfactory.com/calendar?month=apr.2018
20180411,8:30am,USD,3,CPI y/y,2.4%,2.4%,2.2%,https://www.forexfactory.com/calendar?month=apr.2018
20180509,8:30am,USD,3,PPI m/m,0.1%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=may.2018
20180510,8:30am,USD,3,Core CPI m/m,0.1%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=may.2018
20180510,8:30am,USD,3,CPI m/m,0.2%,0.3%,-0.1%,https://www.forexfactory.com/calendar?month=may.2018
20180510,8:30am,USD,3,CPI y/y,2.5%,2.5%,2.4%,https://www.forexfactory.com/calendar?month=may.2018
20180612,8:30am,USD,3,Core CPI m/m,0.2%,0.1%,0.1%,https://www.forexfactory.com/calendar?month=jun.2018
20180612,8:30am,USD,3,CPI m/m,0.2%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=jun.2018
20180612,8:30am,USD,3,CPI y/y,2.8%,2.8%,2.5%,https://www.forexfactory.com/calendar?month=jun.2018
20180613,8:30am,USD,3,PPI m/m,0.5%,0.3%,0.1%,https://www.forexfactory.com/calendar?month=jun.2018
20180712,8:30am,USD,3,Core CPI m/m,0.2%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=jul.2018
20180712,8:30am,USD,3,CPI m/m,0.1%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=jul.2018
20180712,8:30am,USD,3,CPI y/y,2.9%,2.9%,2.8%,https://www.forexfactory.com/calendar?month=jul.2018
20180809,8:30am,USD,3,PPI m/m,0.0%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=aug.2018
20180810,8:30am,USD,3,Core CPI m/m,0.2%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=aug.2018
20180810,8:30am,USD,3,CPI m/m,0.2%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=aug.2018
20180810,8:30am,USD,3,CPI y/y,2.9%,2.9%,2.9%,https://www.forexfactory.com/calendar?month=aug.2018
20180912,8:30am,USD,3,PPI m/m,-0.1%,0.2%,0.0%,https://www.forexfactory.com/calendar?month=sep.2018
20180913,8:30am,USD,3,Core CPI m/m,0.1%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=sep.2018
20180913,8:30am,USD,3,CPI m/m,0.2%,0.3%,0.2%,https://www.forexfactory.com/calendar?month=sep.2018
20180913,8:30am,USD,3,CPI y/y,2.7%,2.8%,2.9%,https://www.forexfactory.com/calendar?month=sep.2018
20181010,8:30am,USD,3,PPI m/m,0.2%,0.2%,-0.1%,https://www.forexfactory.com/calendar?month=oct.2018
20181011,8:30am,USD,3,Core CPI m/m,0.1%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=oct.2018
20181011,8:30am,USD,3,CPI m/m,0.1%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=oct.2018
20181011,8:30am,USD,3,CPI y/y,2.3%,2.4%,2.7%,https://www.forexfactory.com/calendar?month=oct.2018
20181109,8:30am,USD,3,PPI m/m,0.6%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=nov.2018
20181114,8:30am,USD,3,Core CPI m/m,0.2%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=nov.2018
20181114,8:30am,USD,3,CPI m/m,0.3%,0.3%,0.1%,https://www.forexfactory.com/calendar?month=nov.2018
20181114,8:30am,USD,3,CPI y/y,2.5%,2.5%,2.3%,https://www.forexfactory.com/calendar?month=nov.2018
20181211,8:30am,USD,3,PPI m/m,0.1%,0.0%,0.6%,https://www.forexfactory.com/calendar?month=dec.2018
20181212,8:30am,USD,3,Core CPI m/m,0.2%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=dec.2018
20181212,8:30am,USD,3,CPI m/m,0.0%,0.0%,0.3%,https://www.forexfactory.com/calendar?month=dec.2018
20181212,8:30am,USD,3,CPI y/y,2.2%,2.2%,2.5%,https://www.forexfactory.com/calendar?month=dec.2018
20190111,8:30am,USD,3,Core CPI m/m,0.2%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=jan.2019
20190111,8:30am,USD,3,CPI m/m,-0.1%,-0.1%,0.0%,https://www.forexfactory.com/calendar?month=jan.2019
20190111,8:30am,USD,3,CPI y/y,1.9%,1.9%,2.2%,https://www.forexfactory.com/calendar?month=jan.2019
20190115,8:30am,USD,3,PPI m/m,-0.2%,-0.1%,0.1%,https://www.forexfactory.com/calendar?month=jan.2019
20190213,8:30am,USD,3,Core CPI m/m,0.2%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=feb.2019
20190213,8:30am,USD,3,CPI m/m,0.0%,0.1%,-0.1%,https://www.forexfactory.com/calendar?month=feb.2019
20190213,8:30am,USD,3,CPI y/y,1.6%,1.5%,1.9%,https://www.forexfactory.com/calendar?month=feb.2019
20190214,8:30am,USD,3,PPI m/m,-0.1%,0.1%,-0.2%,https://www.forexfactory.com/calendar?month=feb.2019
20190312,8:30am,USD,3,Core CPI m/m,0.1%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=mar.2019
20190312,8:30am,USD,3,CPI m/m,0.2%,0.2%,0.0%,https://www.forexfactory.com/calendar?month=mar.2019
20190312,8:30am,USD,3,CPI y/y,1.5%,1.6%,1.6%,https://www.forexfactory.com/calendar?month=mar.2019
20190313,8:30am,USD,3,PPI m/m,0.1%,0.2%,-0.1%,https://www.forexfactory.com/calendar?month=mar.2019
20190410,8:30am,USD,3,Core CPI m/m,0.1%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=apr.2019
20190410,8:30am,USD,3,CPI m/m,0.4%,0.3%,0.2%,https://www.forexfactory.com/calendar?month=apr.2019
20190410,8:30am,USD,3,CPI y/y,1.9%,1.8%,1.5%,https://www.forexfactory.com/calendar?month=apr.2019
20190411,8:30am,USD,3,PPI m/m,0.6%,0.3%,0.1%,https://www.forexfactory.com/calendar?month=apr.2019
20190509,8:30am,USD,3,PPI m/m,0.2%,0.2%,0.6%,https://www.forexfactory.com/calendar?month=may.2019
20190510,8:30am,USD,3,Core CPI m/m,0.1%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=may.2019
20190510,8:30am,USD,3,CPI m/m,0.3%,0.4%,0.4%,https://www.forexfactory.com/calendar?month=may.2019
20190510,8:30am,USD,3,CPI y/y,2.0%,2.1%,1.9%,https://www.forexfactory.com/calendar?month=may.2019
20190612,8:30am,USD,3,Core CPI m/m,0.1%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=jun.2019
20190612,8:30am,USD,3,CPI m/m,0.1%,0.1%,0.3%,https://www.forexfactory.com/calendar?month=jun.2019
20190612,8:30am,USD,3,CPI y/y,1.8%,1.9%,2.0%,https://www.forexfactory.com/calendar?month=jun.2019
20190711,8:30am,USD,3,Core CPI m/m,0.3%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=jul.2019
20190711,8:30am,USD,3,CPI m/m,0.1%,0.0%,0.1%,https://www.forexfactory.com/calendar?month=jul.2019
20190711,8:30am,USD,3,CPI y/y,1.6%,1.6%,1.8%,https://www.forexfactory.com/calendar?month=jul.2019
20190712,8:30am,USD,3,PPI m/m,0.1%,0.1%,0.1%,https://www.forexfactory.com/calendar?month=jul.2019
20190813,8:30am,USD,3,Core CPI m/m,0.3%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=aug.2019
20190813,8:30am,USD,3,CPI m/m,0.3%,0.3%,0.1%,https://www.forexfactory.com/calendar?month=aug.2019
20190813,8:30am,USD,3,CPI y/y,1.8%,1.7%,1.6%,https://www.forexfactory.com/calendar?month=aug.2019
20190912,8:30am,USD,3,Core CPI m/m,0.3%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=sep.2019
20190912,8:30am,USD,3,CPI m/m,0.1%,0.1%,0.3%,https://www.forexfactory.com/calendar?month=sep.2019
20190912,8:30am,USD,3,CPI y/y,1.7%,1.8%,1.8%,https://www.forexfactory.com/calendar?month=sep.2019
20191010,8:30am,USD,3,Core CPI m/m,0.1%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=oct.2019
20191010,8:30am,USD,3,CPI m/m,0.0%,0.1%,0.1%,https://www.forexfactory.com/calendar?month=oct.2019
20191010,8:30am,USD,3,CPI y/y,1.7%,1.8%,1.7%,https://www.forexfactory.com/calendar?month=oct.2019
20191113,8:30am,USD,3,Core CPI m/m,0.2%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=nov.2019
20191113,8:30am,USD,3,CPI m/m,0.4%,0.3%,0.0%,https://www.forexfactory.com/calendar?month=nov.2019
20191113,8:30am,USD,3,CPI y/y,1.8%,1.7%,1.7%,https://www.forexfactory.com/calendar?month=nov.2019
20191114,8:30am,USD,3,PPI m/m,0.4%,0.3%,-0.3%,https://www.forexfactory.com/calendar?month=nov.2019
20191211,8:30am,USD,3,Core CPI m/m,0.2%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=dec.2019
20191211,8:30am,USD,3,CPI m/m,0.3%,0.2%,0.4%,https://www.forexfactory.com/calendar?month=dec.2019
20191211,8:30am,USD,3,CPI y/y,2.1%,2.0%,1.8%,https://www.forexfactory.com/calendar?month=dec.2019
20200114,8:30am,USD,3,Core CPI m/m,0.1%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=jan.2020
20200114,8:30am,USD,3,CPI m/m,0.2%,0.2%,0.3%,https://www.forexfactory.com/calendar?month=jan.2020
20200114,8:30am,USD,3,CPI y/y,2.3%,2.3%,2.1%,https://www.forexfactory.com/calendar?month=jan.2020
20200213,8:30am,USD,3,Core CPI m/m,0.2%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=feb.2020
20200213,8:30am,USD,3,CPI m/m,0.1%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=feb.2020
20200213,8:30am,USD,3,CPI y/y,2.5%,2.4%,2.3%,https://www.forexfactory.com/calendar?month=feb.2020
20200311,8:30am,USD,3,Core CPI m/m,0.2%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=mar.2020
20200311,8:30am,USD,3,CPI m/m,0.1%,0.0%,0.1%,https://www.forexfactory.com/calendar?month=mar.2020
20200311,8:30am,USD,3,CPI y/y,2.3%,2.2%,2.5%,https://www.forexfactory.com/calendar?month=mar.2020
20200410,8:30am,USD,3,Core CPI m/m,-0.1%,0.1%,0.2%,https://www.forexfactory.com/calendar?month=apr.2020
20200410,8:30am,USD,3,CPI m/m,-0.4%,-0.3%,0.1%,https://www.forexfactory.com/calendar?month=apr.2020
20200410,8:30am,USD,3,CPI y/y,1.5%,1.6%,2.3%,https://www.forexfactory.com/calendar?month=apr.2020
20200512,8:30am,USD,3,Core CPI m/m,-0.4%,-0.2%,-0.1%,https://www.forexfactory.com/calendar?month=may.2020
20200512,8:30am,USD,3,CPI m/m,-0.8%,-0.7%,-0.4%,https://www.forexfactory.com/calendar?month=may.2020
20200512,8:30am,USD,3,CPI y/y,0.3%,0.4%,1.5%,https://www.forexfactory.com/calendar?month=may.2020
20200610,8:30am,USD,3,Core CPI m/m,-0.1%,0.0%,-0.4%,https://www.forexfactory.com/calendar?month=jun.2020
20200610,8:30am,USD,3,CPI m/m,-0.1%,0.0%,-0.8%,https://www.forexfactory.com/calendar?month=jun.2020
20200610,8:30am,USD,3,CPI y/y,0.1%,0.3%,0.3%,https://www.forexfactory.com/calendar?month=jun.2020
20200714,8:30am,USD,3,CPI y/y,0.6%,0.6%,0.1%,https://www.forexfactory.com/calendar?month=jul.2020
20200811,8:30am,USD,1,Core PPI m/m,0.5%,0.1%,-0.3%,https://www.forexfactory.com/calendar?month=aug.2020
20200811,8:30am,USD,1,PPI m/m,0.6%,0.3%,-0.2%,https://www.forexfactory.com/calendar?month=aug.2020
20200812,8:30am,USD,3,Core CPI m/m,0.6%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=aug.2020
20200812,8:30am,USD,3,CPI m/m,0.6%,0.3%,0.6%,https://www.forexfactory.com/calendar?month=aug.2020
20200812,8:30am,USD,3,CPI y/y,1.0%,0.7%,0.6%,https://www.forexfactory.com/calendar?month=aug.2020
20200911,8:30am,USD,3,CPI y/y,1.3%,1.2%,1.0%,https://www.forexfactory.com/calendar?month=sep.2020
20201013,8:30am,USD,3,CPI y/y,1.4%,1.4%,1.3%,https://www.forexfactory.com/calendar?month=oct.2020
20201112,8:30am,USD,3,CPI y/y,1.2%,1.3%,1.4%,https://www.forexfactory.com/calendar?month=nov.2020
20201210,8:30am,USD,3,CPI y/y,1.2%,1.2%,1.2%,https://www.forexfactory.com/calendar?month=dec.2020
20210113,8:30am,USD,3,CPI y/y,1.4%,1.4%,1.2%,https://www.forexfactory.com/calendar?month=jan.2021
20210115,8:30am,USD,1,Core PPI m/m,0.1%,0.1%,0.1%,https://www.forexfactory.com/calendar?month=jan.2021
20210115,8:30am,USD,1,PPI m/m,0.3%,0.4%,0.1%,https://www.forexfactory.com/calendar?month=jan.2021
20210210,8:30am,USD,3,CPI m/m,0.3%,0.3%,0.4%,https://www.forexfactory.com/calendar?month=feb.2021
20210210,8:30am,USD,3,CPI y/y,1.4%,1.4%,1.4%,https://www.forexfactory.com/calendar?month=feb.2021
20210217,8:30am,USD,1,Core PPI m/m,1.2%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=feb.2021
20210217,8:30am,USD,1,PPI m/m,1.3%,0.4%,0.3%,https://www.forexfactory.com/calendar?month=feb.2021
20210310,7:30am,USD,3,CPI y/y,1.7%,1.7%,1.4%,https://www.forexfactory.com/calendar?month=mar.2021
20210310,8:30am,USD,3,Core CPI m/m,0.1%,0.2%,0.0%,https://www.forexfactory.com/calendar?month=mar.2021
20210310,8:30am,USD,3,CPI m/m,0.4%,0.4%,0.3%,https://www.forexfactory.com/calendar?month=mar.2021
20210312,8:30am,USD,1,Core PPI m/m,0.2%,0.2%,1.2%,https://www.forexfactory.com/calendar?month=mar.2021
20210312,8:30am,USD,1,PPI m/m,0.5%,0.4%,1.3%,https://www.forexfactory.com/calendar?month=mar.2021
20210409,8:56am,USD,1,Core PPI m/m,0.7%,0.2%,0.2%,https://www.forexfactory.com/calendar?month=apr.2021
20210409,8:56am,USD,1,PPI m/m,1.0%,0.5%,0.5%,https://www.forexfactory.com/calendar?month=apr.2021
20210413,8:30am,USD,3,Core CPI m/m,0.3%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=apr.2021
20210413,8:30am,USD,3,CPI m/m,0.6%,0.5%,0.4%,https://www.forexfactory.com/calendar?month=apr.2021
20210413,8:30am,USD,3,CPI y/y,2.6%,2.5%,1.7%,https://www.forexfactory.com/calendar?month=apr.2021
20210512,8:30am,USD,3,Core CPI m/m,0.9%,0.3%,0.3%,https://www.forexfactory.com/calendar?month=may.2021
20210512,8:30am,USD,3,CPI m/m,0.8%,0.2%,0.6%,https://www.forexfactory.com/calendar?month=may.2021
20210512,8:30am,USD,3,CPI y/y,4.2%,3.6%,2.6%,https://www.forexfactory.com/calendar?month=may.2021
20210513,8:30am,USD,1,Core PPI m/m,0.7%,0.4%,0.7%,https://www.forexfactory.com/calendar?month=may.2021
20210513,8:30am,USD,1,PPI m/m,0.6%,0.3%,1.0%,https://www.forexfactory.com/calendar?month=may.2021
20210610,8:30am,USD,3,Core CPI m/m,0.7%,0.5%,0.9%,https://www.forexfactory.com/calendar?month=jun.2021
20210610,8:30am,USD,3,CPI m/m,0.6%,0.4%,0.8%,https://www.forexfactory.com/calendar?month=jun.2021
20210610,8:30am,USD,3,CPI y/y,5.0%,4.7%,4.2%,https://www.forexfactory.com/calendar?month=jun.2021
20210615,8:30am,USD,3,PPI m/m,0.8%,0.5%,0.6%,https://www.forexfactory.com/calendar?month=jun.2021
20210713,8:30am,USD,3,Core CPI m/m,0.9%,0.4%,0.7%,https://www.forexfactory.com/calendar?month=jul.2021
20210713,8:30am,USD,3,CPI m/m,0.9%,0.5%,0.6%,https://www.forexfactory.com/calendar?month=jul.2021
20210713,8:30am,USD,3,CPI y/y,5.4%,4.9%,5.0%,https://www.forexfactory.com/calendar?month=jul.2021
20210714,8:30am,USD,3,PPI m/m,1.0%,0.6%,0.8%,https://www.forexfactory.com/calendar?month=jul.2021
20210811,8:30am,USD,3,Core CPI m/m,0.3%,0.4%,0.9%,https://www.forexfactory.com/calendar?month=aug.2021
20210811,8:30am,USD,3,CPI m/m,0.5%,0.5%,0.9%,https://www.forexfactory.com/calendar?month=aug.2021
20210811,8:30am,USD,3,CPI y/y,5.4%,5.3%,5.4%,https://www.forexfactory.com/calendar?month=aug.2021
20210812,8:30am,USD,3,PPI m/m,1.0%,0.6%,1.0%,https://www.forexfactory.com/calendar?month=aug.2021
20210910,8:30am,USD,3,PPI m/m,0.7%,0.6%,1.0%,https://www.forexfactory.com/calendar?month=sep.2021
20210914,8:30am,USD,3,Core CPI m/m,0.1%,0.3%,0.3%,https://www.forexfactory.com/calendar?month=sep.2021
20210914,8:30am,USD,3,CPI m/m,0.3%,0.4%,0.5%,https://www.forexfactory.com/calendar?month=sep.2021
20210914,8:30am,USD,3,CPI y/y,5.3%,5.3%,5.4%,https://www.forexfactory.com/calendar?month=sep.2021
20211013,8:30am,USD,3,Core CPI m/m,0.2%,0.2%,0.1%,https://www.forexfactory.com/calendar?month=oct.2021
20211013,8:30am,USD,3,CPI m/m,0.4%,0.3%,0.3%,https://www.forexfactory.com/calendar?month=oct.2021
20211013,8:30am,USD,3,CPI y/y,5.4%,5.3%,5.3%,https://www.forexfactory.com/calendar?month=oct.2021
20211014,8:30am,USD,3,PPI m/m,0.5%,0.6%,0.7%,https://www.forexfactory.com/calendar?month=oct.2021
20211109,8:30am,USD,3,PPI m/m,0.6%,0.6%,0.5%,https://www.forexfactory.com/calendar?month=nov.2021
20211110,8:30am,USD,3,Core CPI m/m,0.6%,0.4%,0.2%,https://www.forexfactory.com/calendar?month=nov.2021
20211110,8:30am,USD,3,CPI m/m,0.9%,0.6%,0.4%,https://www.forexfactory.com/calendar?month=nov.2021
20211110,8:30am,USD,3,CPI y/y,6.2%,5.9%,5.4%,https://www.forexfactory.com/calendar?month=nov.2021
20211210,8:30am,USD,3,Core CPI m/m,0.5%,0.5%,0.6%,https://www.forexfactory.com/calendar?month=dec.2021
20211210,8:30am,USD,3,CPI m/m,0.8%,0.7%,0.9%,https://www.forexfactory.com/calendar?month=dec.2021
20211210,8:30am,USD,3,CPI y/y,6.8%,6.8%,6.2%,https://www.forexfactory.com/calendar?month=dec.2021
20211214,8:30am,USD,3,PPI m/m,0.8%,0.5%,0.6%,https://www.forexfactory.com/calendar?month=dec.2021
20220112,8:30am,USD,3,Core CPI m/m,0.6%,0.5%,0.5%,https://www.forexfactory.com/calendar?month=jan.2022
20220112,8:30am,USD,3,CPI m/m,0.5%,0.4%,0.8%,https://www.forexfactory.com/calendar?month=jan.2022
20220112,8:30am,USD,3,CPI y/y,7.0%,7.0%,6.8%,https://www.forexfactory.com/calendar?month=jan.2022
20220113,8:30am,USD,3,PPI m/m,0.2%,0.4%,0.8%,https://www.forexfactory.com/calendar?month=jan.2022
20220210,8:30am,USD,3,Core CPI m/m,0.6%,0.5%,0.6%,https://www.forexfactory.com/calendar?month=feb.2022
20220210,8:30am,USD,3,CPI m/m,0.6%,0.4%,0.5%,https://www.forexfactory.com/calendar?month=feb.2022
20220210,8:30am,USD,3,CPI y/y,7.5%,7.2%,7.0%,https://www.forexfactory.com/calendar?month=feb.2022
20220215,8:30am,USD,3,PPI m/m,1.0%,0.5%,0.2%,https://www.forexfactory.com/calendar?month=feb.2022
20220310,7:30am,USD,3,CPI y/y,7.9%,7.9%,7.5%,https://www.forexfactory.com/calendar?month=mar.2022
20220310,8:30am,USD,3,Core CPI m/m,0.5%,0.5%,0.6%,https://www.forexfactory.com/calendar?month=mar.2022
20220310,8:30am,USD,3,CPI m/m,0.8%,0.8%,0.6%,https://www.forexfactory.com/calendar?month=mar.2022
20220315,8:30am,USD,3,PPI m/m,0.8%,1.0%,1.0%,https://www.forexfactory.com/calendar?month=mar.2022
20220412,8:30am,USD,3,Core CPI m/m,0.3%,0.5%,0.5%,https://www.forexfactory.com/calendar?month=apr.2022
20220412,8:30am,USD,3,CPI m/m,1.2%,1.2%,0.8%,https://www.forexfactory.com/calendar?month=apr.2022
20220412,8:30am,USD,3,CPI y/y,8.5%,8.4%,7.9%,https://www.forexfactory.com/calendar?month=apr.2022
20220413,8:30am,USD,3,PPI m/m,1.4%,1.1%,0.8%,https://www.forexfactory.com/calendar?month=apr.2022
20220511,8:30am,USD,3,Core CPI m/m,0.6%,0.4%,0.3%,https://www.forexfactory.com/calendar?month=may.2022
20220511,8:30am,USD,3,CPI m/m,0.3%,0.2%,1.2%,https://www.forexfactory.com/calendar?month=may.2022
20220511,8:30am,USD,3,CPI y/y,8.3%,8.1%,8.5%,https://www.forexfactory.com/calendar?month=may.2022
20220512,8:30am,USD,3,PPI m/m,0.5%,0.5%,1.4%,https://www.forexfactory.com/calendar?month=may.2022
20220610,8:30am,USD,3,Core CPI m/m,0.6%,0.5%,0.6%,https://www.forexfactory.com/calendar?month=jun.2022
20220610,8:30am,USD,3,CPI m/m,1.0%,0.7%,0.3%,https://www.forexfactory.com/calendar?month=jun.2022
20220610,8:30am,USD,3,CPI y/y,8.6%,8.3%,8.3%,https://www.forexfactory.com/calendar?month=jun.2022
20220614,8:30am,USD,3,PPI m/m,0.8%,0.8%,0.5%,https://www.forexfactory.com/calendar?month=jun.2022
20220713,8:30am,USD,3,Core CPI m/m,0.7%,0.5%,0.6%,https://www.forexfactory.com/calendar?month=jul.2022
20220713,8:30am,USD,3,CPI m/m,1.3%,1.1%,1.0%,https://www.forexfactory.com/calendar?month=jul.2022
20220713,8:30am,USD,3,CPI y/y,9.1%,8.7%,8.6%,https://www.forexfactory.com/calendar?month=jul.2022
20220714,8:30am,USD,3,PPI m/m,1.1%,0.8%,0.8%,https://www.forexfactory.com/calendar?month=jul.2022
20220810,8:30am,USD,3,Core CPI m/m,0.3%,0.5%,0.7%,https://www.forexfactory.com/calendar?month=aug.2022
20220810,8:30am,USD,3,CPI m/m,0.0%,0.2%,1.3%,https://www.forexfactory.com/calendar?month=aug.2022
20220810,8:30am,USD,3,CPI y/y,8.5%,8.7%,9.1%,https://www.forexfactory.com/calendar?month=aug.2022
20220811,8:30am,USD,3,PPI m/m,-0.5%,0.2%,1.1%,https://www.forexfactory.com/calendar?month=aug.2022
20220913,8:30am,USD,3,Core CPI m/m,0.6%,0.3%,0.3%,https://www.forexfactory.com/calendar?month=sep.2022
20220913,8:30am,USD,3,CPI m/m,0.1%,-0.1%,0.0%,https://www.forexfactory.com/calendar?month=sep.2022
20220913,8:30am,USD,3,CPI y/y,8.3%,8.1%,8.5%,https://www.forexfactory.com/calendar?month=sep.2022
20220914,8:30am,USD,3,PPI m/m,-0.1%,-0.1%,-0.5%,https://www.forexfactory.com/calendar?month=sep.2022
